순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
372,9788970637754,9203716,꾸뻬 씨의 사랑 여행,"12,150원",670원,프랑수아 를로르 저/이재형 역,열림원,"사랑해서 슬프고, 사랑해서 기쁜
모든 이를 위한 꾸뻬의 처방전!

행복하기 위해서 사랑을 하고, 사랑하면 행복해야 한다. 그러나 현실의 사랑은 그와 반대로 사람들을 끊임없이 괴롭히며 정신과 의사의 진료실로 문제를 안고 오게 만든다. 
『꾸뻬 씨의 사랑 여행』은 프랑스의 정신과 전문의이자 작가인 프랑수아 를로르의 베스트셀러이면서 이미 스테디셀러로 자리 잡아 독자들의 사랑을 받고 있는 ‘꾸뻬 씨의 치유 여행 시리즈’ 후속작이다. 이번 여행에서 꾸뻬는 사랑 때문에 힘들어하는 이들을 위해 ‘사랑’의 비밀을 찾아 또 한 번 깨달음의 여정에 오른다. 캄보디아 앙코르와트를 무대로 꾸뻬를 둘러싼 사건들이 전편보다 더 흥미롭고 생동감 있게 펼쳐진다.",1,국내도서-소설/시/희곡
373,9791192004273,142599763,마담 에드와르다 / 나의 어머니 / 시체,"16,650원",920원,조르주 바타유 저/유기환 역,미행,"조르주 바타유 새 소설

전복과 역설의 철학자, 금기와 위반의 사상가로 불리는 조르주 바타유(Georges Bataille, 1897-1962)의 새 소설이 번역, 소개된다. 「마담 에드와르다(Madame Edwarda)」, 「시체(Le Mort)」 단편 2편과 「나의 어머니(Ma Mere)」 중편 1편이다.

「마담 에드와르다」는 1941년, 바타유가 44세 때 발표한 소설로 필명 ‘피에르 앙젤리크’로 첫선을 보였다. 이 소설은 45부 한정판으로 지하 출판된 자전적 소설인데, 바타유에게 첫 소설이자 출세작이 되어준 『눈 이야기』에 이어 소설가로서의 입지를 다져준 또 하나의 작품이다. 그만큼 바타유의 대표작 목록에 늘 자리하고 있던 소설로서, 이번 번역 소개는 의미가 크다.

「시체」는 1943년, 바타유가 46세 때 쓴 소설이지만 공개는 작가 사후 1967년에 이루어졌다. 단출한 분량임에도 무려 28장으로 나뉘어 전개되는 독특한 외관이 흥미를 끄는 소설이다.",1,국내도서-소설/시/희곡
374,9788937429767,97421752,현대 생활의 발견,"9,720원",540원,"오노레 드 발자크 저/고봉만,박아르마 역",민음사,"시민 사회의 목격자, 산업 문명의 관찰자, 현대 소설의 창시자 
오노레 드 발자크가 탐구한 도시 생활자의 기쁨과 슬픔

19세기 프랑스 사실주의 문학을 대표하는 작가이자 ‘현대 소설’의 창시자로 평가받는 대문호, 오노레 드 발자크의 섬세한 관찰력과 명쾌한 통찰력이 돋보이는 에세이 『현대 생활의 발견』이 민음사 쏜살 문고로 출간되었다. 한평생 90여 편에 이르는 작품을 발표하며, 「인간 희극」이라는 장대한 규모의 총체적 문학을 기획하였던 발자크는, 이른바 프랑스 혁명과 산업 혁명 이후 새로이 출현한 현대 사회와 대도시 문명, 그 속에서 부대끼며 아등바등 살아가는 인간 군상, 욕망과 환멸의 풍경을 모조리 그려 내고자 하였다. 본래 발자크는 아버지의 소망, 혹은 강요에 못 이겨 법학을 공부하였으나 좀체 흥미를 느끼지 못하고 문예, 과학, 심지어 신비주의에 이르기까지 다방면에 관심을 보이며 문청의 삶을 꿈꾼다.",1,국내도서-에세이
375,9791189581978,66985555,야간 비행 미니미니북,"3,510원",190원,앙투안 드 생텍쥐페리 저,더클래식,,2,국내도서-소설/시/희곡
376,9788954625340,14130166,제르미날 2,"12,600원",700원,에밀 졸라 저/박명숙 역,문학동네,"거장 에밀 졸라가 빚어낸 자연주의 문학의 최고봉
졸라의 장례식에서 사람들은 “제르미날! 제르미날!”을 연호했다

『제르미날』은 스무 권으로 이루어진 에밀 졸라의 연작소설 ‘루공마카르 총서’의 열세번째 작품이다. 이 총서에는 나폴레옹 3세가 지배하던 제2제정기(1852~1870)를 배경으로 ‘루공’과 ‘마카르’ 가문의 5대에 걸친 역사가 담겨 있다. 졸라는 총서의 일곱번째 작품 『목로주점』(1877)으로 큰 성공을 거두었지만 “노동자의 정치적이고, 무엇보다 사회적인 역할에 대한 고찰을 담을 수 없었기 때문에” 그러한 주제의 소설을 쓰기로 결심하고, 그로부터 8년 후인 1885년 『제르미날』을 출간했다. 

‘제르미날’은 프랑스혁명 당시 국민공회가 그레고리력을 폐지하고 만든 달력인 ‘혁명력(공화력)’의 일곱번째 달(3월 21/22일~4월 19/20일)로, ‘싹트는 달’을 의미한다.",1,국내도서-소설/시/희곡
377,9788937461316,1951898,시르트의 바닷가,"12,600원",700원,쥘리앙 그라크 저/송진석 역,민음사,"쥘리앙 그라크는 프랑스 국내 문학계에서조차 베일에 싸인 은둔 작가로, 1951년 이 작품으로 받게 된 공쿠르 상을 거부하면서 비로소 세상에 이름이 알려졌다. 살아 있는 작가로서는 드물게 갈리마르 출판사의 플레야드 총서에 이름을 올린 20세기 프랑스 문학의 독보적 존재이자 문학의 상업화에 대한 비판자인 그라크의 문학 세계는 마술적인 문체와 초현실주의적인 기법으로 특징지을 수 있다. 

『시르트의 바닷가』는 그라크의 대표작으로, 가상의 국가 오르세나를 배경으로 시적이면서도 매우 정치(精緻)하고 열정적인 문장들로 ..",2,국내도서-소설/시/희곡
378,9788955478884,105401879,어몽 어스 : 우주의 배신자,"4,500원",250원,로라 리비에르 저/유민정 역,빚은책들,"전세계적 히트 게임, 어몽 어스를 SF 미스터리 소설로 즐긴다 
프랑스, 미국, 독일, 이탈리아, 체코 그리고 한국 출간
아무도 믿지 마라, 마지막까지 쫄깃하게 조여오는 환상적 스토리

인기 폭발 게임 [어몽 어스]가 고품격 SF 미스터리로 탄생했다. 승무원 10명이 타고 있는 우주선 스켈드 호. 그곳에서 시체가 발견됐다. 타살이라고 의심할 수밖에 없는 시체의 상태. 이대로 불신을 품고 우주 탐사를 계속할 수는 없다. 승무원들은 살인자를 찾아 방출하기로 결정한다. 그런데 살인자를 어떻게 찾아내지? 승무원들은 결백을 증명하기 위해서, 또 살인자를 찾아내기 위해서 서로를 감시하고, 심리 게임을 하기 시작한다. 원작 게임을 뛰어넘은 환상적인 스토리로 게이머와 독자 모두를 만족시킨다.",2,국내도서-소설/시/희곡
379,9788901122755,5192173,테레즈 데케루,"9,900원",550원,프랑수아 모리아크 저/조은경 역,펭귄클래식코리아,"노벨 문학상 수상 작가 프랑수아 모리아크의 최고의 역작 

자유를 억압하는 숨 막히는 집안 분위기 속에서 남편의 몰이해와 의사 단절로 인해 고통 받으며 살아가던 테레즈는 남편을 독살하기 위해 그가 상용하는 심장병 약 속의 비소량을 조금씩 늘린다. 하지만 비소의 양이 지나치게 늘어난 처방전을 수상히 여긴 약제사의 제보로 독살은 미수에 그치고 만다.",1,국내도서-소설/시/희곡
380,9788932910031,3631881,웃는 남자 (하),"11,520원",640원,빅토르 위고 저/이형식 역,열린책들,"빅토르 위고 스스로 자신의 가장 뛰어난 소설이라고 평했던 작품

""이 책의 저자에게 왜 웃는 남자를 썼느냐고 묻는다면, 철학자로서, 인간의 영혼과 의식을 규명하고자 했고, 역사가로서, 전제 정치와 민주주의에 대해 밝히고자 했으며, 시인으로서, 하나의 드라마를 창조하고자 했다고 말할 것이다.""

『레 미제라블』, 『노트르담 드 파리』 등의 작품으로 우리에게도 친숙한 프랑스의 대문호 빅토르 위고의 숨겨진 걸작으로, 위고 스스로가 자신의 가장 뛰어난 소설이라고 평했던 작품이다.",1,국내도서-소설/시/희곡
381,9788932924786,138262002,나의 작은 나라,"15,120원",840원,가엘 파유 저/김희진 역,열린책들,"2024년 르노도상 수상자
지금 프랑스에서 가장 주목받는 젊은 작가
가엘 파유의 강렬한 걸작

◆ 전 세계 36개 언어 출간, 약 2백만 부 판매
◆ 프랑스 중고교 필독서
◆ 2020년 동명의 영화 개봉

2024년 르노도상 수상자로, 폭발적인 반향을 일으키며 데뷔해 프랑스에서 가장 주목받는 젊은 작가로 자리매김한 가엘 파유의 걸작 『나의 작은 나라』가 열린책들에서 출간되었다. 프랑스는 물론이고 전 세계에서 스테디셀러로 사랑받는 이 작품은 부룬디 부줌부라에 사는 열 살 가브리엘이 온몸으로 세상과 부딪히며 자라나는 이야기를 펼쳐 보인다. 

파유는 탁월한 서정성으로 어린 시절의 하루하루를 손에 잡힐 듯 생생히 담아내며, 어린아이가 전쟁과 폭력이라는 현실을 통과하면서 느끼고 생각하는 것들을 시적이고 섬세한 필치로 그려 낸다.",2,국내도서-소설/시/희곡
382,9788932916743,14897570,두려움과 떨림,"10,620원",590원,아멜리 노통브 저/전미연 역,열린책들,"* 1999년 아카데미 프랑세즈 소설 대상 수상 
* 일본 사회의 경직성을 고발한 작가의 자전적인 소설

이 소설은 한 벨기에 여성이 일본 회사에 취직하는 것으로 시작된다. 일본에 대한 나름의 동경을 가지고 있던 이 여성은 하루하루 시간이 지나면서 일본 회사라는 조직이 가지는 비인간적인 모순들에 눈을 뜨게 된다. 회의실에서 그녀가 차를 따르며 일본어로 인사를 건넨 것이 일본인에 대한 모욕적인 행위라고 지적받게 되고 그녀의 보고서가 완벽했음에도 불구하고 내용에 대한 검토도 없이 외국인이라는 이유로 완전히 무시당하게 된다.

그녀의 업무는 그녀의 탁월한 외국어 능력, 사안에 대한 분석력에 상관없이 매일 똑같은 서류의 수십 일에 걸친 복사, 숫자들을 다시 베껴 적는 것으로 점점 단순하고 효용 가치가 없는 일로 대체되고 결국 화장실 청소로 전락하게 된다. 그녀가 겪는 모멸감과 잔인성은 그녀의 내면을 황폐화시킨다.",2,국내도서-소설/시/희곡
383,9788954625166,13653320,나나,"18,900원","1,050원",에밀 졸라 저/김치수 역,문학동네,"19세기 말 프랑스 사회를 뒤흔든 충격적인 소설!

『목로주점』 『제르미날』 『인간 짐승』과 더불어 총서에서 가장 큰 대중적 성공을 거둔 4대 역작 중 하나인 『나나』는 〈르 볼테르〉지에 연재된 소설이다. 이 소설은 파리의 신인 여배우 ‘나나’가 타고난 육체적 매력으로 파리 상류사회 남자들을 유혹해 차례로 파멸시킨다는 내용을 담고 있다. 졸라는 이 소설을 쓰기 위해 일 년 반 가까운 준비 기간을 가졌다. 많은 자료 조사를 했고, 당대의 인기 여배우 블랑슈 당티니, 고급 매춘부 발테스 드 라 비뉴, 가수 오르탕스 슈나이더 등을 모델로 삼아 ‘나나’라는 주인공을 창조했다. 이 작품에는 화류계의 생활상과 그곳에 몸담은 사람들의 방탕하고 무분별한 행동들이 사실적으로 묘사되어 있어 19세기 말 프랑스 사회에 엄청난 화제와 논란을 불러일으켰다.",1,국내도서-소설/시/희곡
384,9788994207377,12596559,나탈리 레제-사뮈엘 베케트의 말 없는 삶,"14,400원",800원,나탈리 레제 저/김예령 역,워크룸프레스,"나탈리 레제, 프랑스 지성계의 탁월한 산문가

오랫동안 어디선가 문서를, 그것도 매우 높은 수준의 문서들과 지식을 끈기 있고 조신하게 다뤄온 사람. 수많은 지성의 충실한 동반자, 그들 그늘 아래의 조용한 그림자. ― 「옮긴이의 글」에서

현대 저작물 기록 보관소(IMEC) 부소장, 전시 기획자, 그리고 소설가. 현재 나탈리 레제(Nathalie Leger)라는 이름을 설명해낼 수 있는 수식들이다. 1960년생으로 파리 출신인 나탈리 레제는 오랜 시간 고급 문헌을 다뤄온 연구자로, 그간 국내에는 직접적으로 소개된 바가 없다. 그러나 레제가 연구해온 작가들의 이름은 친숙하다. 롤랑 바르트와 사뮈엘 베케트. 2002년과 2007년 파리 퐁피두 센터에서, 레제는 두 작가의 대규모 전시를 기획했다.",1,국내도서-소설/시/희곡
385,9788971844922,2181850,적과 흑,"11,700원",650원,스탕달 저/손현숙 역,푸른숲주니어,"《적과 흑》은 가난하지만 매력적인 청년 쥘리엥의 사랑과 야망에 관한 이야기로, 무엇보다 작중인물들의 날카롭고 섬세한 심리 묘사가 압권인 작품이다. 청소년 징검다리 클래식의 일곱번째 시리즈로 스탕달은 쥘리엥의 좌절된 인생을 통해 19세기의 혼탁한 프랑스 사회를 날카롭게 파헤칠 뿐만 아니라 그를 죽음으로 몰고 간 시대와 사회를 준엄하게 고발한다. 또한 '연애 심리서의 최고봉'으로 일컬어지는 《연애론》의 저자답게 쥘리엥과 두 여인 사이의 밀고 당기는 애정 관계를 절묘하게 그려내어, 흥미로운 연애 소설로도 손색이 ?..",1,국내도서-청소년
386,9788937463235,13987063,감정 교육 2,"12,600원",700원,귀스타브 플로베르 저/지영화 역,민음사,"카프카, 프루스트, 로브그리예에게 소설의 새로운 길을 제시한 플로베르 
음악적인 문체 실험으로 20세기 누보로망의 전범이 된 작품 
예술가도 혁명가도 되지 못한 젊은 몽상가의 열정과 고뇌를 그린 자전 소설

19세기 프랑스 문학의 혁명가일 뿐 아니라 20세기 이후 모더니즘 문학과 누보로망의 선구자 귀스타브 플로베르의 대표작이자 자전적인 소설 『감정 교육』이 민음사 세계문학전집으로 출간되었다. 『보바리 부인』, 『살람보』에 이어 플로베르가 문학적 절정에 다다른 1869년 발표한 세 번째 장편 소설 『감정 교육』은 섬세하고 무기력한 한 청년의 생애를 음악적이며 균형 잡힌 문체로 그려 낸 걸작이다. 프랑스 몽펠리에 대학교에서 플로베르 연구로 문학 박사 학위를 수여 받은 역자 지영화는 불필요한 의역을 절제함으로써 사실주의 계열 작가로 국한되며 가려졌던 플로베르의 리듬감 있는 문체를 오롯이 살렸다.",2,국내도서-소설/시/희곡
